Site Location, Population estimate * ,Country,ISO 3 code,Country Region,continent,Latitude,Longitude,Site typology,PM10 µgm-3 *,PM2.5 µgm-3 *,Methodology,Reference author,Reference year,Study year,Season,SEA SALT%,DUST%,TRAFFIC%,INDUSTRY%,BIOM. BURN./RES.%,OTHER (unspecified-human origin)%
20,"Liang CS, Yu TY, Chang YY, Syu JY, Lin WY. Source apportionment of PM2.5 particle composition and submicrometer size distribution during an Asian dust storm and non-dust storm in Taipei. Aerosol Air Qual Res 2013; 13: 545–54.",,,,,,,,,,,,,,,,,,,,
21," Liu G, Li J, Wu D, Xu H. Chemical composition and source apportionment of the ambient PM2.5 in Hangzhou, China. 2014. http://www.scopus.com/inward/record.url?eid=2-s2.0-84902714158&partnerID=40&md5=4449d8f2db4160e436aaa3efa79636a2. ",,,,,,,,,,,,,,,,,,,,
22,"Ni Z, Bin H, Bai Z. Source Apportionment of PM 10 in Four Cities of Northeastern China. Aerosol Air Qual Res 2012; 12: 571–82.",,,,,,,,,,,,,,,,,,,,
23,"Song Y, Tang X, Xie S, et al. Source apportionment of PM2.5 in Beijing in 2004. J Hazard Mater 2007; 146: 124–30.",,,,,,,,,,,,,,,,,,,,
24,"Tao J, Zhang L, Engling G, et al. Chemical composition of PM2.5 in an urban environment in Chengdu, China: Importance of springtime dust storms and biomass burning. Atmospheric Res 2013; 122: 270–83.",,,,,,,,,,,,,,,,,,,,
25,"Tian YZ, Wu JH, Shi GL, et al. Long-term variation of the levels, compositions and sources of size-resolved particulate matter in a megacity in China. Sci Total Environ 2013; 463-464: 462–8.",,,,,,,,,,,,,,,,,,,,
26,"Wang Y, Zhuang G, Tang A, et al. The evolution of chemical components of aerosols at five monitoring sites of China during dust storms. Atmos Environ 2007; 41: 1091–106.",,,,,,,,,,,,,,,,,,,,
27,"Xie M, Wang G, Hu S, et al. Polar organic and inorganic markers in PM10 aerosols from an inland city of China - Seasonal trends and sources. Sci Total Environ 2010; 408: 5452–60.",,,,,,,,,,,,,,,,,,,,
28,"Xue YH, Wu JH, Feng YC, et al. Source characterization and apportionment of PM10 in Panzhihua, China. Aerosol Air Qual Res 2010; 10: 367–77.",,,,,,,,,,,,,,,,,,,,
29,"Yu L, Wang G, Zhang R, et al. Characterization and source apportionment of PM2.5 in an urban environment in Beijing. Aerosol Air Qual Res 2013; 13: 574–83.",,,,,,,,,,,,,,,,,,,,
30,"Yuan Z, Lau AKH, Zhang H, Yu JZ, Louie PKK, Fung JCH. Identification and spatiotemporal variations of dominant PM10 sources over Hong Kong. Atmos Environ 2006; 40: 1803–15.",,,,,,,,,,,,,,,,,,,,
31,"Zeng F, Shi GL, Li X, et al. Application of a combined model to study the source apportionment of PM10 in Taiyuan, China. Aerosol Air Qual Res 2010; 10: 177–84.",,,,,,,,,,,,,,,,,,,,
32,"Zhang N, Cao J, Xu H, Zhu C. Elemental compositions of PM2.5 and TSP in Lijiang, southeastern edge of Tibetan Plateau during pre-monsoon period. Particuology 2013; 11: 63–9.",,,,,,,,,,,,,,,,,,,,
33,"Mmari AG, Potgieter-Vermaak SS, Bencs L, McCrindle RI, Van Grieken R. Elemental and ionic components of atmospheric aerosols and associated gaseous pollutants in and near Dar es Salaam, Tanzania. Atmos Environ 2013; 77: 51–61.",,,,,,,,,,,,,,,,,,,,
34,"Begum BA, Biswas SK, Kim E, Hopke PK, Khaliquzzaman M. Investigation of sources of atmospheric aerosol at a hot spot area in Dhaka, Bangladesh. J Air Waste Manag Assoc 2005; 55: 227–40.",,,,,,,,,,,,,,,,,,,,
35,"Gummeneni S, Yusup YB, Chavali M, Samadi SZ. Source apportionment of particulate matter in the ambient air of Hyderabad city, India. Atmospheric Res 2011; 101: 752–64.",,,,,,,,,,,,,,,,,,,,
36,"Guttikunda SK, Kopakka RV, Dasari P, Gertler AW. Receptor model-based source apportionment of particulate pollution in Hyderabad, India. Environ Monit Assess 2013; 185: 5585–93.",,,,,,,,,,,,,,,,,,,,
37,"Lodhi A, Ghauri B, Rafiq Khan M, Rahman S, Shafique S. Particulate matter (PM2.5) concentration and source apportionment in Lahore. J Braz Chem Soc 2009; 20: 1811–20.",,,,,,,,,,,,,,,,,,,,
38,"Mansha M, Ghauri B, Rahman S, Amman A. Characterization and source apportionment of ambient air particulate matter (PM2.5) in Karachi. Sci Total Environ 2012; 425: 176–83.",,,,,,,,,,,,,,,,,,,,
39,"Mehta B, Venkataraman C, Bhushan M, Tripathi SN. Identification of sources affecting fog formation using receptor modeling approaches and inventory estimates of sectoral emissions. Atmos Environ 2009; 43: 1288–95.",,,,,,,,,,,,,,,,,,,,
40,"Pipalatkar P, Khaparde VV, Gajghate DG, Bawase MA. Source apportionment of PM2.5 using a CMB model for a centrally located indian city. Aerosol Air Qual Res 2014; 14: 1089–99.",,,,,,,,,,,,,,,,,,,,
41,"Raja S, Biswas KF, Husain L, Hopke PK. Source apportionment of the atmospheric aerosol in Lahore, Pakistan. Water Air Soil Pollut 2010; 208: 43–57.",,,,,,,,,,,,,,,,,,,,
42,"Seneviratne MCS, Vajira AW, Hadagiripathira L, et al. Characterization and source apportionment of particulate pollution in Colombo, Sri Lanka. Atmospheric Pollut Res 2011; 2: 207–12.",,,,,,,,,,,,,,,,,,,,
43,"Sudheer AK, Rengarajan R. Atmospheric mineral dust and trace metals over urban environment in western India during winter. Aerosol Air Qual Res 2012; 12: 923–33.",,,,,,,,,,,,,,,,,,,,
44," Iijima A, Tago H, Kumagai K, et al. Regional and seasonal characteristics of emission sources of fine airborne particulate matter collected in the center and suburbs of Tokyo, Japan as determined by multielement analysis and source receptor models. ",,,,,,,,,,,,,,,,,,,,
,    J Environ Monit 2008; 10: 1025–32.,,,,,,,,,,,,,,,,,,,,
45,"Choi JK, Heo JB, Ban SJ, Yi SM, Zoh KD. Source apportionment of PM2.5 at the coastal area in Korea. Sci Total Environ 2013; 447: 370–80.",,,,,,,,,,,,,,,,,,,,
46,"Lim JM, Lee JH, Moon JH, Chung YS, Kim KH. Source apportionment of PM10 at a small industrial area using Positive Matrix Factorization. Atmospheric Res 2010; 95: 88–100.",,,,,,,,,,,,,,,,,,,,
47,"Moon KJ, Han JS, Ghim YS, Kim YJ. Source apportionment of fine carbonaceous particles by positive matrix factorization at Gosan background site in East Asia. Environ Int 2008; 34: 654–64.",,,,,,,,,,,,,,,,,,,,
48,"Park SS, Kim YJ. Source contributions to fine particulate matter in an urban atmosphere. Chemosphere 2005; 59: 217–26.",,,,,,,,,,,,,,,,,,,,
49,"Campos-Ramos AA, Aragon-Pina A, Alastuey A, Galindo-Estrada I, Querol X. Levels, composition and source apportionment of rural background PM10 in western Mexico (state of Colima). Atmospheric Pollut Res 2011; 2: 409–17.",,,,,,,,,,,,,,,,,,,,
50,"Minguillón MC, Campos AA, Cárdenas B, Blanco S, Molina LT, Querol X. Mass concentration, composition and sources of fine and coarse particulate matter in Tijuana, Mexico, during Cal-Mex campaign. Atmos Environ 2014; 88: 320–9.",,,,,,,,,,,,,,,,,,,,
51,"Mugica V, Watson J, Vega E, Reyes E, Ruiz ME, Chow J. Receptor model source apportionment of nonmethane hydrocarbons in Mexico City. ScientificWorldJournal 2002; 2: 844–60.",,,,,,,,,,,,,,,,,,,,
52,"Herrera Murillo J, Campos Ramos A, Ángeles García F, Blanco Jiménez S, Cárdenas B, Mizohata A. Chemical composition of PM 2.5 particles in Salamanca, Guanajuato Mexico: Source apportionment with receptor models. Atmospheric Res 2012; 107: 31–41.",,,,,,,,,,,,,,,,,,,,
53,"Alolayan MA, Brown KW, Evans JS, Bouhamra WS, Koutrakis P. Source apportionment of fine particles in Kuwait City. Sci Total Environ 2013; 448: 14–25.",,,,,,,,,,,,,,,,,,,,
54,"Khodeir M, Shamy M, Alghamdi M, et al. Source apportionment and elemental composition of PM2.5 and PM10 in Jeddah City, Saudi Arabia. Atmospheric Pollut Res 2012; 3: 331–40.",,,,,,,,,,,,,,,,,,,,
55,"Sowlat MH, Naddafi K, Yunesian M, Jackson PL, Lotfi S, Shahsavani A. PM10 Source Apportionment in Ahvaz, Iran, using positive matrix factorization. Clean - Soil Air Water 2013; 41: 1143–51.",,,,,,,,,,,,,,,,,,,,
56,"Boman J, Shaltout AA, Abozied AM, Hassan SK. On the elemental composition of PM2.5 in central Cairo, Egypt. X-Ray Spectrom 2013; 42: 276–83.",,,,,,,,,,,,,,,,,,,,
57,"Chan YC, Cohen DD, Hawas O, et al. Apportionment of sources of fine and coarse particles in four major Australian cities by positive matrix factorisation. Atmos Environ 2008; 42: 374–89.",,,,,,,,,,,,,,,,,,,,
58,"Chan YC, Hawas O, Hawker D, et al. Using multiple type composition data and wind data in PMF analysis to apportion and locate sources of air pollutants. Atmos Environ 2011; 45: 439–49.",,,,,,,,,,,,,,,,,,,,
59,"Cohen DD, Stelcer E, Garton D, Crawford J. Fine particle characterisation, source apportionment and longrange dust transport into the Sydney Basin: A long term study between 1998 and 2009. Atmospheric Pollut Res 2011; 2: 182–9.",,,,,,,,,,,,,,,,,,,,
60,"Davy PK, Ancelet T, Trompetter WJ, Markwitz A, Weatherburn DC. Composition and source contributions of air particulate matter pollution in a New Zealand suburban town. Atmospheric Pollut Res 2012; 3: 143–7.",,,,,,,,,,,,,,,,,,,,
61,"Friend AJ, Ayoko GA, Jayaratne ER, Jamriska M, Hopke PK, Morawska L. Source apportionment of ultrafine and fine particle concentrations in Brisbane, Australia. Environ Sci Pollut Res 2012; 19: 2942–50.",,,,,,,,,,,,,,,,,,,,
62,"Hedberg E, Gidhagen L, Johansson C. Source contributions to PM10 and arsenic concentrations in Central Chile using positive matrix factorization. Atmos Environ 2005; 39: 549–61.",,,,,,,,,,,,,,,,,,,,
63,"Jorquera H. Source apportionment of PM10 and PM2.5 at Tocopilla, Chile (22°05′ S, 70°12′ W). Environ Monit Assess 2009; 153: 235–51.",,,,,,,,,,,,,,,,,,,,
64,"Jorquera H, Rappenglück B. Receptor modeling of ambient VOC at Santiago, Chile. Atmos Environ 2004; 38: 4243–63.",,,,,,,,,,,,,,,,,,,,
65,"Jorquera H, Barraza F. Source apportionment of ambient PM2.5 in Santiago, Chile: 1999 and 2004 results. Sci Total Environ 2012; 435-436: 418–29.",,,,,,,,,,,,,,,,,,,,
66,"López ML, Ceppi S, Palancar GG, Olcese LE, Tirao G, Toselli BM. Elemental concentration and source identification of PM10 and PM2.5 by SR-XRF in Córdoba City, Argentina. Atmos Environ 2011; 45: 5450–7.",,,,,,,,,,,,,,,,,,,,
67,"Herrera Murillo J, Rodriguez Roman S, Rojas Marin JF, et al. Chemical characterization and source apportionment of PM10 and PM2.5 in the metropolitan area of Costa Rica, Central America. Atmospheric Pollut Res 2013; 4: 181–90.",,,,,,,,,,,,,,,,,,,,
68,"Vargas FA, Rojas NY. Chemical composition and mass closure for airborne particulate matter in Bogotá. Ing E Investig 2010; 30: 105–15.",,,,,,,,,,,,,,,,,,,,
69,"Vargas FA, Rojas NY, Pachon JE, Russell AG. PM10 characterization and source apportionment at two residential areas in Bogota. Atmospheric Pollut Res 2012; 3: 72–80.",,,,,,,,,,,,,,,,,,,,
70,"Cohen DD, Stelcer E, Santos FL, Prior M, Thompson C, Pabroa PCB. Fingerprinting and source apportionment of fine particle pollution in Manila by IBA and PMF techniques: A 7-year study. X-Ray Spectrom 2009; 38: 18–25.",,,,,,,,,,,,,,,,,,,,
71,"Cohen DD, Crawford J, Stelcer E, Bac VT. Characterisation and source apportionment of fine particulate sources at Hanoi from 2001 to 2008. Atmos Environ 2010; 44: 320–8.",,,,,,,,,,,,,,,,,,,,
72,"Hai CD, Kim Oanh NT. Effects of local, regional meteorology and emission sources on mass and compositions of particulate matter in Hanoi. Atmos Environ 2013; 78: 105–12.",,,,,,,,,,,,,,,,,,,,
73,"Hang NT, Kim Oanh NT. Chemical characterization and sources apportionment of fine particulate pollution in a mining town of Vietnam. Atmospheric Res 2014; 145-146: 214–25.",,,,,,,,,,,,,,,,,,,,
74,"Lestari P, Mauliadi YD. Source apportionment of particulate matter at urban mixed site in Indonesia using PMF. Atmos Environ 2009; 43: 1760–70.",,,,,,,,,,,,,,,,,,,,
75,"Tahir NM, Suratman S, Fong FT, Hamzah MS, Latif MT. Temporal distribution and chemical characterization of atmospheric particulate matter in the eastern coast of Peninsular Malaysia. Aerosol Air Qual Res 2013; 13: 584–95.",,,,,,,,,,,,,,,,,,,,
76,Preciosa Corazon B. Pabroa FLS. Receptor modeling studies for the characterization of air particulate lead pollution sources in Valenzuela sampling site (Philippines). Atmospheric Pollut Res 2011; : 213–8.,,,,,,,,,,,,,,,,,,,,
77,"Abdul Rahman S, Mohd Suhaimi H, Abdul Khalik W, et al. Sources apportionment of fine and coarse aerosol in Klang Valley, Kuala Lumpur using positive matrix factorization. Atmospheric Pollut Res 2011; 2: 197–206.",,,,,,,,,,,,,,,,,,,,
78,"Santoso M, Lestiani DD, Markwitz A. Characterization of airborne particulate matter collected at Jakarta roadside of an arterial road. J Radioanal Nucl Chem 2013; 297: 165–9.",,,,,,,,,,,,,,,,,,,,
79,"See SW, Balasubramanian R, Rianawati E, Karthikeyan S, Streets DG. Characterization and source apportionment of particulate matter < or = 2.5 micrometer in Sumatra, Indonesia, during a recent peat fire episode. Environ Sci Technol 2007; 41: 3488–94.",,,,,,,,,,,,,,,,,,,,
80,"Wimolwattanapun W, Hopke PK, Pongkiatkul P. Source apportionment and potential source locations of PM2.5 and PM2.5-10 at residential sites in metropolitan Bangkok. Atmospheric Pollut Res 2011; 2: 172–81.",,,,,,,,,,,,,,,,,,,,
81,"Dogan G, Güllü G, Tuncel G. Sources and source regions effecting the aerosol composition of the Eastern Mediterranean. Microchem J 2008; 88: 142–9.",,,,,,,,,,,,,,,,,,,,
82,"Koçak M, Mihalopoulos N, Kubilay N. Origin and source regions of PM10 in the Eastern Mediterranean atmosphere. Atmospheric Res 2009; 92: 464–74.",,,,,,,,,,,,,,,,,,,,
83,"Koçak M, Theodosi C, Zarmpas P, et al. Particulate matter (PM10) in Istanbul: Origin, source areas and potential impact on surrounding regions. Atmos Environ 2010. DOI:10.1016/j.atmosenv.2010.10.007.",,,,,,,,,,,,,,,,,,,,
84,"Yatkin S, Bayram A. Source apportionment of PM10 and PM2.5 using positive matrix factorization and chemical mass balance in Izmir, Turkey. Sci Total Environ 2008; 390: 109–23.",,,,,,,,,,,,,,,,,,,,
85,"Yatkin S, Bayram A. TSP, PM depositions, and trace elements in the vicinity of a cement plant and their source apportionments using chemical mass balance model in Izmir, Turkey. Environ Monit Assess 2010; 167: 125–41.",,,,,,,,,,,,,,,,,,,,
86,"Begum BA, Hopke PK, Zhao W. Source identification of fine particles in Washington, DC, by expanded factor analysis modeling. Environ Sci Technol 2005; 39: 1129–37.",,,,,,,,,,,,,,,,,,,,
87,"Antony Chen L, Doddridge BG, Dickerson RR, Chow JC, Henry RC. Origins of fine aerosol mass in the Baltimore-Washington corridor: implications from observation, factor analysis, and ensemble air parcel back trajectories. Atmos Environ 2002; 36: 4541–54.",,,,,,,,,,,,,,,,,,,,
88,"Chen LWA, Watson JG, Chow JC, Magliano KL. Quantifying PM2.5 source contributions for the San Joaquin Valley with multivariate receptor models. Environ Sci Technol 2007; 41: 2818–26.",,,,,,,,,,,,,,,,,,,,
89,"Chiou P, Tang W, Lin CJ, Chu HW, Tadmor R, Ho TC. Atmospheric aerosols over a southwestern region of Texas. Environ Model Assess 2009; 14: 645–59.",,,,,,,,,,,,,,,,,,,,
90,"Chiou P, Tang W, Lin CJ, Chu HW, Tadmor R, Ho TC. Atmospheric aerosols over two sites in a Southeastern region of Texas. Can J Chem Eng 2008; 86: 421–35.",,,,,,,,,,,,,,,,,,,,
91,"Chiou P, Tang W, Lin CJ, Chu HW, Ho TC. Comparison of atmospheric aerosols between two sites over golden triangle of Texas. Int J Environ Res 2009; 3: 253–70.",,,,,,,,,,,,,,,,,,,,
92," Coutant B, Kelly T, Ma J, Scott B, Wood B, Main H. Source apportionment analysis of air quality monitoring data: Phase 1 Final Report. For the Mid-Atlantic/Northeast Visibility Union and Midwest Regional Planning Organization  ",,,,,,,,,,,,,,,,,,,,
,"   by Battelle Memorial Institute and Sonoma Technology, Inc. 2002.",,,,,,,,,,,,,,,,,,,,
93," Coutant B, Holloman CH, Swinton KE, Hafner HR. Eight-site source apportionment of PM2.5 speciation trends data. Revised Draft Report for Office of Air Quality Planning and Standards, U.S. Environmental Protection Agency, Work Assignment No. 1-05. 2003. ",,,,,,,,,,,,,,,,,,,,
94,"Green MC, Chow JC, Oliver Chang MC, et al. Source apportionment of atmospheric particulate carbon in Las Vegas, Nevada, USA. Particuology 2013; 11: 110–8.",,,,,,,,,,,,,,,,,,,,
95,"Hammond DM, Dvonch JT, Keeler GJ, et al. Sources of ambient fine particulate matter at two community sites in Detroit, Michigan. Atmos Environ 2008; 42: 720–32.",,,,,,,,,,,,,,,,,,,,
96,"Jimenez J, Wu CF, Claiborn C, et al. Agricultural burning smoke in eastern Washington - Part I: Atmospheric characterization. Atmos Environ 2006; 40: 639–50.",,,,,,,,,,,,,,,,,,,,
97,"Kim E, Hopke PK, Paatero P, Edgerton ES. Incorporation of parametric factors into multilinear receptor model studies of Atlanta aerosol. Atmos Environ 2003; 37: 5009–21.",,,,,,,,,,,,,,,,,,,,
98,"Kim BM, Henry RC. Application of SAFER model to the Los Angeles PM10 data. Atmos Environ 2000; 34: 1747–59.",,,,,,,,,,,,,,,,,,,,
99,"Kim E, Hopke PK, Edgerton ES. Improving source identification of Atlanta aerosol using temperature resolved carbon fractions in positive matrix factorization. Atmos Environ 2004; 38: 3349–62.",,,,,,,,,,,,,,,,,,,,
100,"Kim E, Hopke PK. Improving source apportionment of fine particles in the Eastern United States utilizing temperature-resolved carbon fractions. J Air Waste Manag Assoc 2005; 55: 1456–63.",,,,,,,,,,,,,,,,,,,,
101,"Kim E, Hopke PK, Edgerton ES. Source Identification of Atlanta Aerosol by Positive Matrix Factorization. J Air Waste Manag Assoc 2003; 53: 731–9.",,,,,,,,,,,,,,,,,,,,
102,"Kim E, Larson TV, Hopke PK, Slaughter C, Sheppard LE, Claiborn C. Source identification of PM2.5 in an arid Northwest U.S. City by positive matrix factorization. Atmospheric Res 2003; 66: 291–305.",,,,,,,,,,,,,,,,,,,,
103,"Kim E, Hopke PK, Larson TV, Covert DS. Analysis of Ambient Particle Size Distributions Using Unmix and Positive Matrix Factorization. Environ Sci Technol 2004; 38: 202–9.",,,,,,,,,,,,,,,,,,,,
104,"Lee S, Liu W, Wang Y, Russell AG, Edgerton ES. Source apportionment of PM2.5: Comparing PMF and CMB results for four ambient monitoring sites in the southeastern United States. Atmos Environ 2008; 42: 4126–37.",,,,,,,,,,,,,,,,,,,,
105,"Lewis CW, Norris GA, Conner TL, Henry RC. Source Apportionment of Phoenix PM2.5 Aerosol with the Unmix Receptor Model. J Air Waste Manag Assoc 2003; 53: 325–38.",,,,,,,,,,,,,,,,,,,,
106,"Li Z, Hopke PK, Husain L, et al. Sources of fine particle composition in New York city. Atmos Environ 2004; 38: 6521–9.",,,,,,,,,,,,,,,,,,,,
107,"Liu W, Wang Y, Russell A, Edgerton ES. Enhanced source identification of southeast aerosols using temperature-resolved carbon fractions and gas phase components. Atmos Environ 2006; 40: 445–66.",,,,,,,,,,,,,,,,,,,,
108,"Lowenthal D, Chow J. PM10 Source Apportionment at McMurdo Station, Antarctica. Grantome http://grantome.com/grant/NSF/PLR-9417829 (accessed Oct 9, 2014).",,,,,,,,,,,,,,,,,,,,
109,"Maykut NN, Lewtas J, Kim E, Larson TV. Source Apportionment of PM2.5 at an Urban IMPROVE Site in Seattle, Washington. Environ Sci Technol 2003; 37: 5135–42.",,,,,,,,,,,,,,,,,,,,
110,"Morishita M, Keeler GJ, Wagner JG, Harkema JR. Source identification of ambient PM2.5 during summer inhalation exposure studies in Detroit, MI. Atmos Environ 2006; 40: 3823–34.",,,,,,,,,,,,,,,,,,,,
111,"Ogulei D, Hopke PK, Zhou L, Patrick Pancras J, Nair N, Ondov JM. Source apportionment of Baltimore aerosol from combined size distribution and chemical composition data. Atmos Environ 2006; 40: 396–410.",,,,,,,,,,,,,,,,,,,,
112,"Pancras JP, Landis MS, Norris GA, Vedantham R, Dvonch JT. Source apportionment of ambient fine particulate matter in Dearborn, Michigan, using hourly resolved PM chemical composition data. Sci Total Environ 2013; 448: 2–13.",,,,,,,,,,,,,,,,,,,,
113,"Poirot RL, Wishinski PR, Hopke PK, Polissar AV. Comparative application of multiple receptor methods to identify aerosol sources in northern Vermont. Environ Sci Technol 2001; 35: 4622–36.",,,,,,,,,,,,,,,,,,,,
114,"Polissar AV, Hopke PK, Poirot RL. Atmospheric aerosol over Vermont: Chemical composition and sources. Environ Sci Technol 2001; 35: 4604–21.",,,,,,,,,,,,,,,,,,,,
115,"Song XH, Polissar AV, Hopke PK. Sources of fine particle composition in the northeastern US. Atmos Environ 2001; 35: 5277–86.",,,,,,,,,,,,,,,,,,,,
116,"Subramoney P, Karnae S, Farooqui Z, John K, Gupta AK. Identification of PM2.5 sources affecting a semi-arid coastal region using a chemical mass balance model. Aerosol Air Qual Res 2013; 13: 60–71.",,,,,,,,,,,,,,,,,,,,
117,"Wang Y, Hopke PK. A ten-year source apportionment study of ambient fine particulate matter in San Jose, California. Atmospheric Pollut Res 2013; 4: 398–404.",,,,,,,,,,,,,,,,,,,,
118,"Wang Y. Is Alaska Truly the Great Escape from Air Pollution? – Long Term Source Apportionment of Fine Particulate Matter in Fairbanks, Alaska. Aerosol Air Qual Res 2015. DOI:10.4209/aaqr.2014.03.0047.",,,,,,,,,,,,,,,,,,,,
119," Ward TJ. Source apportionment studies focused on wood smoke in the northern rockies and fairbanks, Alaska. 2012: 637–41. ",,,,,,,,,,,,,,,,,,,,
120,Yuling Jia ALC. Saccharide composition in atmospheric particulate matter in the southwest US and estimates of source contributions. J Aerosol Sci 2010; : 62–73.,,,,,,,,,,,,,,,,,,,,
121,"Zhao W, Hopke PK. Source apportionment for ambient particles in the San Gorgonio wilderness. Atmos Environ 2004; 38: 5901–10.",,,,,,,,,,,,,,,,,,,,
122,"Zhou Z, Dionisio KL, Verissimo TG, et al. Chemical characterization and source apportionment of household fine particulate matter in rural, peri-urban, and urban West Africa. Environ Sci Technol 2014; 48: 1343–51.",,,,,,,,,,,,,,,,,,,,
123,"Zhou L, Hopke PK, Paatero P, et al. Advanced factor analysis for multiple time resolution aerosol composition data. Atmos Environ 2004; 38: 4909–20.",,,,,,,,,,,,,,,,,,,,
124,"Oluyemi EA, Asubiojo OI. AMBIENT AIR PARTICULATE MATTER IN LAGOS, NIGERIA: A STUDY USING RECEPTOR MODELING WITH X-RAY FLOURESCENCE ANALYSIS. Bull Chem Soc Ethiop 2001; 15: 97–108.",,,,,,,,,,,,,,,,,,,,
125,"Alleman LY, Lamaison L, Perdrix E, Robache A, Galloo JC. PM10 metal concentrations and source identification using positive matrix factorization and wind sectoring in a French industrial zone. Atmospheric Res 2010; 96: 612–25.",,,,,,,,,,,,,,,,,,,,
126,"Almeida SM, Pio CA, Freitas MC, Reis MA, Trancoso MA. Approaching PM2.5 and PM2.5-10 source apportionment by mass balance analysis, principal component analysis and particle size distribution. Sci Total Environ 2006; 368: 663–74.",,,,,,,,,,,,,,,,,,,,
127,"Almeida SM, Pio CA, Freitas MC, Reis MA, Trancoso MA. Source apportionment of fine and coarse particulate matter in a sub-urban area at the Western European Coast. Atmos Environ 2005; 39: 3127–38.",,,,,,,,,,,,,,,,,,,,
128,"Amato F, Alastuey A, De La Rosa J, et al. Trends of road dust emissions contributions on ambient air particulate levels at rural, urban and industrial sites in southern Spain. Atmospheric Chem Phys 2014; 14: 3533–44.",,,,,,,,,,,,,,,,,,,,
129,"Amato F, Moreno T, Pandolfi M, et al. Concentrations, sources and geochemistry of airborne particulate matter at a major European airport. J Environ Monit 2010; 12: 854–62.",,,,,,,,,,,,,,,,,,,,
130,"Amato F, Pandolfi M, Escrig A, et al. Quantifying road dust resuspension in urban environment by Multilinear Engine: A comparison with PMF2. Atmos Environ 2009; 43: 2770–80.",,,,,,,,,,,,,,,,,,,,
131,"Amato F, Rivas I, Viana M, et al. Sources of indoor and outdoor PM2.5 concentrations in primary schools. Sci Total Environ 2014; 490: 757–65.",,,,,,,,,,,,,,,,,,,,
132,"Andersen ZJ, Wahlin P, Raaschou-Nielsen O, Scheike T, Loft S. Ambient particle source apportionment and daily hospital admissions among children and elderly in Copenhagen. J Expo Sci Environ Epidemiol 2007; 17: 625–36.",,,,,,,,,,,,,,,,,,,,
133,"Andriani E, Caselli M, de Gennaro G, Giove A, Tortorella C. Synergistic use of several receptor models (CMB, APCS and PMF) to interpret air quality data. Environmetrics 2011. DOI:10.1002/env.1120.",,,,,,,,,,,,,,,,,,,,
134," Bauer H. IM, A. Kasper-Giebl, A. Limbeck, A. Caseiro, M. Handler, N. Jankowski, B. Klatzer, P. Kotianova, P.Pouresmaeil, Ch. Schmidl, M. Sageder, H. Puxbaum. AQUELLA“ Steiermark Bestimmung von Immissionsbeiträgen in Feinstaubproben. 2004. ",,,,,,,,,,,,,,,,,,,,
135,"A Arruti IF-O. Regional evaluation of particulate matter composition in an Atlantic coastal area (Cantabria region, northern Spain): Spatial variations in different urban and rural environments. Atmospheric Res 2011; 1: 280–93.",,,,,,,,,,,,,,,,,,,,
136,Astel AM. Air contaminants modelling by use of several receptor-oriented models. Int J Environ Pollut 2010; 42: 32–57.,,,,,,,,,,,,,,,,,,,,
137,"Astel A, Cozzutto S, Cozzi F, et al. Seasonal apportionment of the sources of ambient air particulates in the city of Trieste. Int J Environ Pollut 2010; 41: 70–89.",,,,,,,,,,,,,,,,,,,,
138,"Bruno P, Caselli M, de Gennaro G, et al. Application of receptor models to airborne particulate matter. Microchem J 2008; 88: 121–9.",,,,,,,,,,,,,,,,,,,,
139,"Byrd T, Stack M, Furey A. The assessment of the presence and main constituents of particulate matter ten microns (PM10) in Irish, rural and urban air. Atmos Environ 2009; 44: 75–87.",,,,,,,,,,,,,,,,,,,,
140,"Callén MS, de la Cruz MT, López JM, Navarro MV, Mastral AM. Comparison of receptor models for source apportionment of the PM10 in Zaragoza (Spain). Chemosphere 2009; 76: 1120–9.",,,,,,,,,,,,,,,,,,,,
141,"Calvo AI, Pont V, Liousse C, et al. Chemical composition of urban aerosols in Toulouse, France during CAPITOUL experiment. Meteorol Atmospheric Phys 2008; 102: 307–23.",,,,,,,,,,,,,,,,,,,,
142,"Canepari S, Cardarelli E, Perrino C, Catrambone M, Pietrodangelo A, Strincone M. Two-stage chemical fractionation method for the analysis of elements and non-volatile inorganic ions in PM10 samples: 7908–23.",,,,,,,,,,,,,,,,,,,,
,   Application to ambient samples collected in Rome (Italy). Atmos Environ 2006; 40: ,,,,,,,,,,,,,,,,,,,,
143,"Contini D, Genga A, Cesari D, et al. Characterisation and source apportionment of PM10 in an urban background site in Lecce. Atmospheric Res 2010; 95: 40–54.",,,,,,,,,,,,,,,,,,,,
144,"Contini D, Cesari D, Genga A, et al. Source apportionment of size-segregated atmospheric particles based on the major water-soluble components in Lecce (Italy). Sci Total Environ 2014; 472: 248–61.",,,,,,,,,,,,,,,,,,,,
145,"D’Alessandro A, Lucarelli F, Mandò PA, et al. Hourly elemental composition and sources identification of fine and coarse PM10 particulate matter in four Italian towns. J Aerosol Sci 2003; 34: 243–59.",,,,,,,,,,,,,,,,,,,,
146," DEFRA Report.  summary of the second report produced by the Air Quality Expert Group, Department for the Environment, Food and Rural Affairs, London, 2005. . ",,,,,,,,,,,,,,,,,,,,
147,"El Haddad I, Marchand N, Wortham H, et al. Primary sources of PM2.5 organic aerosol in an industrial Mediterranean city, Marseille. Atmospheric Chem Phys Discuss 2010; 10: 25435–90.",,,,,,,,,,,,,,,,,,,,
